,,lower,upper,gi,gk,Energy [cm^-1],fij(l),fij(v),Aij(l),Aij(v),lower,upper,Upper -> lower,Reversed (R) or ok (O) ,Wavelength (NIST energies),Wavelength (MCDHF energies)
5d,4f,5d-3F4,4f-3F4,9,9,2089.52,0.043843,0.038062,1.42E+04,1.23E+04,Ar(5d[7/2]4),Ar(4f[7/2]4),Ar(4f[7/2]4)->Ar(5d[7/2]4),R,5598.61,-4785.77
5d,4f,5d-3F4,4f-3G4,9,9,673.19,4.94E-05,4.45E-06,1.65898,0.149491,Ar(5d[7/2]4),Ar(4f'[7/2]4),Ar(4f'[7/2]4)->Ar(5d[7/2]4),R,26123.96,-14854.65
5d,4f,5d-3F4,4f-3G5,9,11,2135.97,0.378195,0.34309,1.28E+05,1.16E+05,Ar(5d[7/2]4),Ar(4f[9/2]5),Ar(4f[9/2]5)->Ar(5d[7/2]4),R,5467.66,-4681.71
5d,6p,5d-3P0,6p-3S1,1,3,1041.99,0.889186,0.716909,6.44E+05,5.19E+05,Ar(5d[1/2]0),Ar(6p[1/2]1),Ar(6p[1/2]1)->Ar(5d[1/2]0),R,13786.2,-9597.02
5d,6p,5d-3P0,6p-1P1,1,3,850.12,0.201893,0.107098,9.73E+04,5.16E+04,Ar(5d[1/2]0),Ar(6p'[3/2]1),Ar(6p'[3/2]1)->Ar(5d[1/2]0),O,12261.84,-11763.05
5d,6p,5d-3P0,6p-3D1,1,3,515.79,2.36E-05,4.45E-06,1.39466,0.263196,Ar(5d[1/2]0),Ar(6p[3/2]1),Ar(6p[3/2]1)->Ar(5d[1/2]0),R,18624.13,19387.74
5d,6p,5d-3P0,6p-3P1,1,3,532.66,0.014442,3.30E-03,9.11E+02,1.92E+02,Ar(5d[1/2]0),Ar(6p'[1/2]1),Ar(6p'[1/2]1)->Ar(5d[1/2]0),O,12389.64,18773.7
5d,6p,5d-3P1,6p-1S0,3,1,691.43,0.093519,0.033534,9.94E+03,3.56E+03,Ar(5d[1/2]1),Ar(6p'[1/2]0),Ar(6p'[1/2]0)->Ar(5d[1/2]1),O,11659.1,-14462.99
5d,6p,5d-3P1,6p-3P0,3,1,675.54,0.015317,5.15E-03,4.66E+03,1.57E+03,Ar(5d[1/2]1),Ar(6p[1/2]0),Ar(6p[1/2]0)->Ar(5d[1/2]1),R,21616.49,14802.75
5d,6p,5d-3D1,6p-1S0,3,1,1286.93,1.3522,1.76699,4.98E+05,6.18E+05,Ar(5d[3/2]1),Ar(6p'[1/2]0),Ar(6p'[1/2]0)->Ar(5d[3/2]1),O,36185.34,-7770.43
5d,6p,5d-3D1,6p-3P0,3,1,80.04,0.287079,1.35E-03,1.23E+03,5.74754,Ar(5d[3/2]1),Ar(6p[1/2]0),Ar(6p[1/2]0)->Ar(5d[3/2]1),R,9578.97,124937.53
5d,6p,5d-1P1,6p-1S0,3,1,3116.51,0.010526,0.055666,1.63E+04,8.64E+04,Ar(5d'[3/2]1),Ar(6p'[1/2]0),Ar(6p'[1/2]0)->Ar(5d'[3/2]1),R,9755.97,-3208.72
5d,6p,5d-1P1,6p-3P0,3,1,1749.54,1.42007,1.71021,5.14E+05,6.19E+05,Ar(5d'[3/2]1),Ar(6p[1/2]0),Ar(6p[1/2]0)->Ar(5d'[3/2]1),R,4263.81,-5715.79
5d,6p,5d-3P1,6p-3S1,3,3,1101.38,2.05341,1.85195,5.54E+05,4.99E+05,Ar(5d[1/2]1),Ar(6p[1/2]1),Ar(6p[1/2]1)->Ar(5d[1/2]1),R,11572.58,-9079.52
5d,6p,5d-3P1,6p-1P1,3,3,909.51,0.188206,0.113302,3.46E+04,2.08E+04,Ar(5d[1/2]1),Ar(6p'[3/2]1),Ar(6p'[3/2]1)->Ar(5d[1/2]1),O,14775.65,-10994.93
5d,6p,5d-3P1,6p-3D1,3,3,456.4,0.011591,1.78E-03,5.37E+02,82.2139,Ar(5d[1/2]1),Ar(6p[3/2]1),Ar(6p[3/2]1)->Ar(5d[1/2]1),R,14799.76,21910.6
5d,6p,5d-3P1,6p-3P1,3,3,473.27,6.07E-03,1.00E-03,3.02E+02,50.0319,Ar(5d[1/2]1),Ar(6p'[1/2]1),Ar(6p'[1/2]1)->Ar(5d[1/2]1),O,14961.61,21129.59
5d,6p,5d-3D1,6p-3S1,3,3,1696.89,0.017902,0.040027,1.15E+04,2.56E+04,Ar(5d[3/2]1),Ar(6p[1/2]1),Ar(6p[1/2]1)->Ar(5d[3/2]1),R,6918.23,-5893.13
5d,6p,5d-3D1,6p-1P1,3,3,1505.02,0.891352,1.5038,4.49E+05,7.75E+05,Ar(5d[3/2]1),Ar(6p'[3/2]1),Ar(6p'[3/2]1)->Ar(5d[3/2]1),O,104772.38,-6644.43
5d,6p,5d-3D1,6p-3D1,3,3,139.11,0.12413,1.77E-03,5.34E+02,7.60506,Ar(5d[3/2]1),Ar(6p[3/2]1),Ar(6p[3/2]1)->Ar(5d[3/2]1),R,7955.25,-71885.56
5d,6p,5d-3D1,6p-3P1,3,3,122.23,0.254515,2.83E-03,8.46E+02,9.39304,Ar(5d[3/2]1),Ar(6p'[1/2]1),Ar(6p'[1/2]1)->Ar(5d[3/2]1),O,114898.95,-81806.28
5d,6p,5d-1P1,6p-3S1,3,3,3526.47,3.07E-03,0.021561,6.35E+03,4.47E+04,Ar(5d'[3/2]1),Ar(6p[1/2]1),Ar(6p[1/2]1)->Ar(5d'[3/2]1),R,3640.57,-2835.7
5d,6p,5d-1P1,6p-1P1,3,3,3334.6,0.013063,0.080106,2.38E+04,1.46E+05,Ar(5d'[3/2]1),Ar(6p'[3/2]1),Ar(6p'[3/2]1)->Ar(5d'[3/2]1),R,8292.4,-2998.86
5d,6p,5d-1P1,6p-3D1,3,3,1968.69,0.402181,0.663551,2.00E+05,3.30E+05,Ar(5d'[3/2]1),Ar(6p[3/2]1),Ar(6p[3/2]1)->Ar(5d'[3/2]1),R,3908.69,-5079.52
5d,6p,5d-1P1,6p-3P1,3,3,1951.82,0.497754,0.81139,2.42E+05,3.94E+05,Ar(5d'[3/2]1),Ar(6p'[1/2]1),Ar(6p'[1/2]1)->Ar(5d'[3/2]1),R,8234.96,-5123.42
5d,6p,5d-3P1,6p-1D2,3,5,978.84,0.156524,0.110364,3.33E+04,2.35E+04,Ar(5d[1/2]1),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(5d[1/2]1),O,14240.83,-10216.17
5d,6p,5d-3P1,6p-3P2,3,5,900.12,0.712097,0.430873,1.28E+05,7.76E+04,Ar(5d[1/2]1),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(5d[1/2]1),R,15100.48,-11109.63
5d,6p,5d-3P1,6p-3D2,3,5,481.59,6.31E-03,1.09E-03,1.96E+02,33.7519,Ar(5d[1/2]1),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(5d[1/2]1),R,13494.5,20764.55
5d,6p,5d-3D1,6p-1D2,3,5,1574.35,0.07421,0.136235,4.09E+04,7.51E+04,Ar(5d[3/2]1),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(5d[3/2]1),O,82738.99,-6351.83
5d,6p,5d-3D1,6p-3P2,3,5,1495.63,0.63811,0.96163,63.811,96.163,Ar(5d[3/2]1),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(5d[3/2]1),R,8041.33,-6686.15
5d,6p,5d-3D1,6p-3D2,3,5,113.91,0.029278,2.85E-02,84.4743,82.1753,Ar(5d[3/2]1),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(5d[3/2]1),R,7562.08,-87780.9
5d,6p,5d-1P1,6p-1D2,3,5,3403.93,3.30E-04,2.11E-03,6.31E+02,4.03E+03,Ar(5d'[3/2]1),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(5d'[3/2]1),R,8470.94,-2937.78
5d,6p,5d-1P1,6p-3P2,3,5,3325.21,2.35E-03,0.014351,4.26E+03,2.59E+04,Ar(5d'[3/2]1),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(5d'[3/2]1),R,3929.36,-3007.33
5d,6p,5d-1P1,6p-3D2,3,5,1943.5,0.05851,0.09455,2.81E+04,4.54E+04,Ar(5d'[3/2]1),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(5d'[3/2]1),R,3811.33,-5145.36
5d,6p,5d-3P2,6p-3S1,5,3,1195.27,1.91181,2.03974,3.64E+05,3.89E+05,Ar(5d[3/2]2),Ar(6p[1/2]1),Ar(6p[1/2]1)->Ar(5d[3/2]2),R,9821.44,-8366.31
5d,6p,5d-3P2,6p-1P1,5,3,1003.41,0.318472,0.242641,4.28E+04,3.26E+04,Ar(5d[3/2]2),Ar(6p'[3/2]1),Ar(6p'[3/2]1)->Ar(5d[3/2]2),O,19130.68,-9966.12
5d,6p,5d-3P2,6p-3D1,5,3,362.51,4.22E-03,4.24E-04,1.23E+02,12.3862,Ar(5d[3/2]2),Ar(6p[3/2]1),Ar(6p[3/2]1)->Ar(5d[3/2]2),R,12051.74,27585.45
5d,6p,5d-3P2,6p-3P1,5,3,379.38,0.03941,4.26E-03,1.26E+03,1.36E+02,Ar(5d[3/2]2),Ar(6p'[1/2]1),Ar(6p'[1/2]1)->Ar(5d[3/2]2),O,19443.58,26358.8
5d,6p,5d-1D2,6p-3S1,5,3,1335.69,1.10E-03,1.07E-03,2.62E+02,2.55E+02,Ar(5d'[5/2]2),Ar(6p[1/2]1),Ar(6p[1/2]1)->Ar(5d'[5/2]2),R,4103.82,-7486.77
5d,6p,5d-1D2,6p-1P1,5,3,1143.82,3.03174,2.95063,5.29E+05,5.15E+05,Ar(5d'[5/2]2),Ar(6p'[3/2]1),Ar(6p'[3/2]1)->Ar(5d'[5/2]2),R,11162.55,-8742.63
5d,6p,5d-1D2,6p-3D1,5,3,222.09,0.040584,1.48E-03,4.45E+02,16.1891,Ar(5d'[5/2]2),Ar(6p[3/2]1),Ar(6p[3/2]1)->Ar(5d'[5/2]2),R,4447.75,45026.79
5d,6p,5d-1D2,6p-3P1,5,3,238.96,5.74E-04,2.76E-05,7.28792,0.350837,Ar(5d'[5/2]2),Ar(6p'[1/2]1),Ar(6p'[1/2]1)->Ar(5d'[5/2]2),R,11058.71,41848.01
5d,6p,5d-3F2,6p-3S1,5,3,2669.58,1.03E-06,1.56E-06,0.982619,1.48751,Ar(5d[5/2]2),Ar(6p[1/2]1),Ar(6p[1/2]1)->Ar(5d[5/2]2),R,8241.52,-3745.91
5d,6p,5d-3F2,6p-1P1,5,3,2477.71,1.28E-03,5.89E-03,1.05E+03,4.83E+03,Ar(5d[5/2]2),Ar(6p'[3/2]1),Ar(6p'[3/2]1)->Ar(5d[5/2]2),O,30531.27,-4035.98
5d,6p,5d-3F2,6p-3D1,5,3,1111.8,4.40617,4.03343,7.27E+05,6.65E+05,Ar(5d[5/2]2),Ar(6p[3/2]1),Ar(6p[3/2]1)->Ar(5d[5/2]2),R,9756.64,-8994.42
5d,6p,5d-3F2,6p-3P1,5,3,1094.93,0.083285,0.076109,1.33E+04,1.22E+04,Ar(5d[5/2]2),Ar(6p'[1/2]1),Ar(6p'[1/2]1)->Ar(5d[5/2]2),O,31336.08,-9133.0
5d,6p,5d-3D2,6p-3S1,5,3,2682.82,7.82E-05,4.34E-04,75.0961,4.16E+02,Ar(5d'[3/2]2),Ar(6p[1/2]1),Ar(6p[1/2]1)->Ar(5d'[3/2]2),R,4339.92,-3727.42
5d,6p,5d-3D2,6p-1P1,5,3,2490.96,2.21E-03,0.010387,1.83E+03,8.60E+03,Ar(5d'[3/2]2),Ar(6p'[3/2]1),Ar(6p'[3/2]1)->Ar(5d'[3/2]2),R,13101.21,-4014.53
5d,6p,5d-3D2,6p-3D1,5,3,1125.04,6.61E-07,1.15E-05,0.111647,1.93737,Ar(5d'[3/2]2),Ar(6p[3/2]1),Ar(6p[3/2]1)->Ar(5d'[3/2]2),R,4726.42,-8888.57
5d,6p,5d-3D2,6p-3P1,5,3,1108.17,4.16531,3.8301,6.82E+05,6.27E+05,Ar(5d'[3/2]2),Ar(6p'[1/2]1),Ar(6p'[1/2]1)->Ar(5d'[3/2]2),R,12958.4,-9023.89
5d,6p,5d-3P2,6p-1D2,5,5,1072.74,0.027577,0.0228,4.23E+03,3.50E+03,Ar(5d[3/2]2),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(5d[3/2]2),O,18243.59,-9322.01
5d,6p,5d-3P2,6p-3P2,5,5,994.01,2.59327,1.91695,3.42E+05,2.53E+05,Ar(5d[3/2]2),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(5d[3/2]2),R,12250.41,-10060.26
5d,6p,5d-3P2,6p-3D2,5,5,387.7,0.055824,6.28E-03,1.12E+03,1.26E+02,Ar(5d[3/2]2),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(5d[3/2]2),R,11171.79,25793.14
5d,6p,5d-1D2,6p-1D2,5,5,1213.15,1.47773,1.60929,2.90E+05,3.16E+05,Ar(5d'[5/2]2),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(5d'[5/2]2),R,11488.5,-8243.0
5d,6p,5d-1D2,6p-3P2,5,5,1134.43,0.125555,0.119353,2.16E+04,2.05E+04,Ar(5d'[5/2]2),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(5d'[5/2]2),R,4474.53,-8815.0
5d,6p,5d-1D2,6p-3D2,5,5,247.28,7.59E-04,3.58E-05,6.19013,0.292065,Ar(5d'[5/2]2),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(5d'[5/2]2),R,4322.11,40439.99
5d,6p,5d-3F2,6p-1D2,5,5,2547.04,2.42E-03,0.011573,2.09E+03,1.00E+04,Ar(5d[5/2]2),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(5d[5/2]2),O,28332.63,-3926.13
5d,6p,5d-3F2,6p-3P2,5,5,2468.32,7.52E-05,3.34E-04,61.1136,2.72E+02,Ar(5d[5/2]2),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(5d[5/2]2),R,9886.43,-4051.34
5d,6p,5d-3F2,6p-3D2,5,5,1086.61,0.485611,0.428887,7.65E+04,6.76E+04,Ar(5d[5/2]2),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(5d[5/2]2),R,9171.8,-9202.93
5d,6p,5d-3D2,6p-1D2,5,5,2560.28,6.25E-04,3.00E-03,5.46E+02,2.63E+03,Ar(5d'[3/2]2),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(5d'[3/2]2),R,13552.5,-3905.82
5d,6p,5d-3D2,6p-3P2,5,5,2481.56,0.018081,0.083314,1.49E+04,6.84E+04,Ar(5d'[3/2]2),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(5d'[3/2]2),R,4756.68,-4029.72
5d,6p,5d-3D2,6p-3D2,5,5,1099.85,0.752005,0.681365,1.21E+05,1.10E+05,Ar(5d'[3/2]2),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(5d'[3/2]2),R,4584.8,-9092.15
5d,6p,5d-3P2,6p-3D3,5,7,1099.04,0.229301,0.2074,3.69E+04,3.34E+04,Ar(5d[3/2]2),Ar(6p[5/2]3),Ar(6p[5/2]3)->Ar(5d[3/2]2),R,10851.29,-9098.93
5d,6p,5d-1D2,6p-3D3,5,7,1239.45,0.08916,0.102438,1.83E+04,2.10E+04,Ar(5d'[5/2]2),Ar(6p[5/2]3),Ar(6p[5/2]3)->Ar(5d'[5/2]2),R,4273.28,-8068.09
5d,6p,5d-3F2,6p-3D3,5,7,2573.34,2.31E-04,1.14E-03,2.04E+02,1.01E+03,Ar(5d[5/2]2),Ar(6p[5/2]3),Ar(6p[5/2]3)->Ar(5d[5/2]2),R,8954.66,-3886.0
5d,6p,5d-3D2,6p-3D3,5,7,2586.58,1.38E-03,6.89E-03,1.23E+03,6.15E+03,Ar(5d'[3/2]2),Ar(6p[5/2]3),Ar(6p[5/2]3)->Ar(5d'[3/2]2),R,4529.89,-3866.11
5d,6p,5d-3F3,6p-1D2,7,5,1113.25,5.97128,5.47841,7.05E+05,6.47E+05,Ar(5d[7/2]3),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(5d[7/2]3),O,21056.9,-8982.79
5d,6p,5d-3F3,6p-3P2,7,5,1034.52,0.042923,0.033143,4.38E+03,3.38E+03,Ar(5d[7/2]3),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(5d[7/2]3),R,11241.85,-9666.32
5d,6p,5d-3F3,6p-3D2,7,5,347.19,0.023094,2.11E-03,3.71E+02,33.8594,Ar(5d[7/2]3),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(5d[7/2]3),R,10326.9,28802.67
5d,6p,5d-3D3,6p-1D2,7,5,1241.01,0.377613,0.435542,5.54E+04,6.39E+04,Ar(5d'[5/2]3),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(5d'[5/2]3),R,10841.65,-8057.95
5d,6p,5d-3D3,6p-3P2,7,5,1162.29,4.91147,4.9711,6.32E+05,6.40E+05,Ar(5d'[5/2]3),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(5d'[5/2]3),R,4372.91,-8603.7
5d,6p,5d-3D3,6p-3D2,7,5,219.42,0.014478,5.22E-04,92.9941,3.3539,Ar(5d'[5/2]3),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(5d'[5/2]3),R,4227.23,45574.7
5d,6p,5d-1F3,6p-1D2,7,5,2593.41,1.21E-03,5.93E-03,7.77E+02,3.80E+03,Ar(5d[5/2]3),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(5d[5/2]3),O,32745.87,-3855.93
5d,6p,5d-1F3,6p-3P2,7,5,2514.69,3.87E-04,1.81E-03,2.33E+02,1.09E+03,Ar(5d[5/2]3),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(5d[5/2]3),R,9442.38,-3976.63
5d,6p,5d-1F3,6p-3D2,7,5,1132.97,6.78083,6.52099,8.29E+05,7.98E+05,Ar(5d[5/2]3),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(5d[5/2]3),R,8788.37,-8826.28
5d,6p,5d-3F3,6p-3D3,7,7,1139.55,0.913488,0.887604,1.13E+05,1.10E+05,Ar(5d[7/2]3),Ar(6p[5/2]3),Ar(6p[5/2]3)->Ar(5d[7/2]3),R,10052.44,-8775.47
5d,6p,5d-3D3,6p-3D3,7,7,1267.31,1.19595,1.43907,1.83E+05,2.20E+05,Ar(5d'[5/2]3),Ar(6p[5/2]3),Ar(6p[5/2]3)->Ar(5d'[5/2]3),R,4180.5,-7890.73
5d,6p,5d-1F3,6p-3D3,7,7,2619.71,3.63E-03,0.018662,2.38E+03,1.22E+04,Ar(5d[5/2]3),Ar(6p[5/2]3),Ar(6p[5/2]3)->Ar(5d[5/2]3),R,8588.81,-3817.22
5d,6p,5d-3F4,6p-3D3,9,7,1069.52,9.25165,7.92863,7.84E+05,6.72E+05,Ar(5d[7/2]4),Ar(6p[5/2]3),Ar(6p[5/2]3)->Ar(5d[7/2]4),R,11484.97,-9349.99
g,7s,g-1S0,7s-3P1,1,3,121550.17,5.63E-03,6.17E-03,1.85E+07,2.03E+07,Ar,Ar(7s[3/2]1),Ar(7s[3/2]1)->Ar,O,81.65,82.27
g,7s,g-1S0,7s-1P1,1,3,122974.85,3.04E-03,3.32E-03,1.02E+07,1.12E+07,Ar,Ar(7s'[1/2]1),Ar(7s'[1/2]1)->Ar,O,80.72,81.32
7s,6p,7s-3P0,6p-3S1,1,3,2790.84,1.64E-03,8.76E-03,8.54E+03,4.56E+04,Ar(7s'[1/2]0),Ar(6p[1/2]1),Ar(6p[1/2]1)->Ar(7s'[1/2]0),R,3566.0,-3583.15
7s,6p,7s-3P0,6p-1P1,1,3,2598.97,4.30E-04,1.97E-03,1.94E+03,8.87E+03,Ar(7s'[1/2]0),Ar(6p'[3/2]1),Ar(6p'[3/2]1)->Ar(7s'[1/2]0),R,7915.38,-3847.68
7s,6p,7s-3P0,6p-3D1,1,3,1233.06,0.744289,0.765893,7.55E+05,7.77E+05,Ar(7s'[1/2]0),Ar(6p[3/2]1),Ar(6p[3/2]1)->Ar(7s'[1/2]0),R,3822.87,-8109.91
7s,6p,7s-3P0,6p-3P1,1,3,1216.19,0.612591,0.619702,6.11E+05,6.11E+05,Ar(7s'[1/2]0),Ar(6p'[1/2]1),Ar(6p'[1/2]1)->Ar(7s'[1/2]0),R,7863.03,-8222.4
7s,6p,7s-3P1,6p-1S0,3,1,979.48,0.563324,0.368848,1.20E+05,7.87E+04,Ar(7s[3/2]1),Ar(6p'[1/2]0),Ar(6p'[1/2]0)->Ar(7s[3/2]1),O,32137.29,-10209.6
7s,6p,7s-3P1,6p-3P0,3,1,387.49,0.010741,1.10E-03,1.08E+03,1.11E+02,Ar(7s[3/2]1),Ar(6p[1/2]0),Ar(6p[1/2]0)->Ar(7s[3/2]1),R,9909.39,25806.45
7s,6p,7s-1P1,6p-1S0,3,1,2404.15,1.73E-03,6.75E-03,2.23E+03,8.67E+03,Ar(7s'[1/2]1),Ar(6p'[1/2]0),Ar(6p'[1/2]0)->Ar(7s'[1/2]1),R,9160.39,-4159.47
7s,6p,7s-1P1,6p-3P0,3,1,1037.18,0.53266,0.386782,1.27E+05,9.25E+04,Ar(7s'[1/2]1),Ar(6p[1/2]0),Ar(6p[1/2]0)->Ar(7s'[1/2]1),R,4146.0,-9641.53
7s,6p,7s-3P1,6p-3S1,3,3,1389.43,0.185178,0.245888,7.95E+04,1.06E+05,Ar(7s[3/2]1),Ar(6p[1/2]1),Ar(6p[1/2]1)->Ar(7s[3/2]1),R,7088.95,-7197.2
7s,6p,7s-3P1,6p-1P1,3,3,1197.57,1.17719,1.14812,3.75E+05,3.66E+05,Ar(7s[3/2]1),Ar(6p'[3/2]1),Ar(6p'[3/2]1)->Ar(7s[3/2]1),O,76772.48,-8350.31
7s,6p,7s-3P1,6p-3D1,3,3,168.35,3.66E-03,7.13E-05,23.0885,0.44941,Ar(7s[3/2]1),Ar(6p[3/2]1),Ar(6p[3/2]1)->Ar(7s[3/2]1),R,8181.83,59400.06
7s,6p,7s-3P1,6p-3P1,3,3,185.22,2.47E-03,5.90E-03,0.188454,0.449995,Ar(7s[3/2]1),Ar(6p'[1/2]1),Ar(6p'[1/2]1)->Ar(7s[3/2]1),O,82072.83,53989.85
7s,6p,7s-1P1,6p-3S1,3,3,2814.1,2.49E-03,0.013382,4.38E+03,2.36E+04,Ar(7s'[1/2]1),Ar(6p[1/2]1),Ar(6p[1/2]1)->Ar(7s'[1/2]1),R,3554.33,-3553.52
7s,6p,7s-1P1,6p-1P1,3,3,2622.24,6.30E-08,5.26E-07,0.096251,0.804202,Ar(7s'[1/2]1),Ar(6p'[3/2]1),Ar(6p'[3/2]1)->Ar(7s'[1/2]1),R,7858.14,-3813.53
7s,6p,7s-1P1,6p-3D1,3,3,1256.32,0.598102,0.635877,2.10E+05,2.23E+05,Ar(7s'[1/2]1),Ar(6p[3/2]1),Ar(6p[3/2]1)->Ar(7s'[1/2]1),R,3809.46,-7959.69
7s,6p,7s-1P1,6p-3P1,3,3,1239.45,0.734824,0.768433,2.51E+05,2.62E+05,Ar(7s'[1/2]1),Ar(6p'[1/2]1),Ar(6p'[1/2]1)->Ar(7s'[1/2]1),R,7806.54,-8068.03
7s,6p,7s-3P1,6p-1D2,3,5,1266.9,1.66531,1.80853,5.94E+05,6.45E+05,Ar(7s[3/2]1),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(7s[3/2]1),O,64237.63,-7893.35
7s,6p,7s-3P1,6p-3P2,3,5,1188.17,0.564799,0.546525,1.77E+05,1.72E+05,Ar(7s[3/2]1),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(7s[3/2]1),R,8272.91,-8416.3
7s,6p,7s-3P1,6p-3D2,3,5,193.54,2.81E-03,7.29E-05,14.0284,0.364135,Ar(7s[3/2]1),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(7s[3/2]1),R,7766.53,51668.91
7s,6p,7s-1P1,6p-1D2,3,5,2691.57,7.13E-06,3.76E-05,11.4845,60.5041,Ar(7s'[1/2]1),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(7s'[1/2]1),R,8018.29,-3715.3
7s,6p,7s-1P1,6p-3P2,3,5,2612.84,1.17E-03,5.45E-03,1.77E+03,8.27E+03,Ar(7s'[1/2]1),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(7s'[1/2]1),R,3829.09,-3827.24
7s,6p,7s-1P1,6p-3D2,3,5,1231.13,2.25529,2.33303,7.60E+05,7.86E+05,Ar(7s'[1/2]1),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(7s'[1/2]1),R,3716.92,-8122.55
7s,6p,7s-3P2,6p-3S1,5,3,1344.67,1.04105,1.27518,2.51E+05,3.08E+05,Ar(7s[3/2]2),Ar(6p[1/2]1),Ar(6p[1/2]1)->Ar(7s[3/2]2),R,7292.18,-7436.71
7s,6p,7s-3P2,6p-1P1,5,3,1152.81,0.223836,0.199221,3.97E+04,3.53E+04,Ar(7s[3/2]2),Ar(6p'[3/2]1),Ar(6p'[3/2]1)->Ar(7s[3/2]2),O,58972.77,-8674.46
7s,6p,7s-3P2,6p-3D1,5,3,213.1,8.46E-05,2.49E-06,0.853885,0.025102,Ar(7s[3/2]2),Ar(6p[3/2]1),Ar(6p[3/2]1)->Ar(7s[3/2]2),R,8453.76,46926.33
7s,6p,7s-3P2,6p-3P1,5,3,229.98,0.050538,1.81E-03,5.94E+02,21.2909,Ar(7s[3/2]2),Ar(6p'[1/2]1),Ar(6p'[1/2]1)->Ar(7s[3/2]2),O,62050.98,43483.93
7s,6p,7s-3P2,6p-1D2,5,5,1222.14,0.550772,0.552902,1.10E+05,1.10E+05,Ar(7s[3/2]2),Ar(6p'[3/2]2),Ar(6p'[3/2]2)->Ar(7s[3/2]2),O,51285.52,-8182.37
7s,6p,7s-3P2,6p-3P2,5,5,1143.41,1.84164,1.63937,3.21E+05,2.86E+05,Ar(7s[3/2]2),Ar(6p[3/2]2),Ar(6p[3/2]2)->Ar(7s[3/2]2),R,8551.03,-8745.69
7s,6p,7s-3P2,6p-3D2,5,5,238.3,0.010608,4.08E-04,80.3617,3.09254,Ar(7s[3/2]2),Ar(6p[5/2]2),Ar(6p[5/2]2)->Ar(7s[3/2]2),R,8011.14,41965.67
7s,6p,7s-3P2,6p-3D3,5,7,1248.44,3.11708,3.31583,6.48E+05,6.89E+05,Ar(7s[3/2]2),Ar(6p[5/2]3),Ar(6p[5/2]3)->Ar(7s[3/2]2),R,7844.98,-8010.0
3d,5f,3d-3P0,5f-3D1,1,3,9215.64,0.153539,0.183166,2.90E+06,3.46E+06,Ar(3d[1/2]0),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(3d[1/2]0),O,907.58,1085.11
3d,5f,3d-3P1,5f-3D1,3,3,9086.71,0.13901,0.161208,2.55E+06,2.96E+06,Ar(3d[1/2]1),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(3d[1/2]1),O,920.13,1100.51
3d,5f,3d-3D1,5f-3D1,3,3,7495.51,0.018926,0.014942,2.36E+05,1.87E+05,Ar(3d[3/2]1),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(3d[3/2]1),O,1171.19,1334.14
3d,5f,3d-1P1,5f-3D1,3,3,5937.71,1.69E-03,8.35E-04,1.32E+04,6.54E+03,Ar(3d'[3/2]1),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(3d'[3/2]1),O,1366.27,1684.16
